Dia Disp
44.096
47.422
49.576
52.336
53.764
53.474
53.272
53.9
55.342
56.57
56.09
58.134
59.288
59.174
60.072
60.62
63.546
65.318
65.636
65.42
65.818
65.582
65.478
66.128
66.542
66.082
67.338
68.824
70.246
68.752
68.952
68.218
68.018
68.698
68.384
68.414
67.476
67.924
71.15
70.556
70.408
70.25
70.024
69.014
68.98
68.936
68.758
68.444
68.45
70.472
70.33
70.564
70.158
69.1
68.562
69.702
68.684
68.478
69.026
68.484
70.384
70.544
71.202
70.246
69.92
68.762
69.198
68.852
68.316
68.614
68.762
71.552
71.222
71.486
70.202
70.2
69.168
69.63
69.718
68.98
68.724
65.356
64.606
61.59
59.334
58.418
55.55
54.208
53.208
51.99
51.124
49.414
49.314
48.844
48.16
48.346
46.204
45.702
45.61
44.912
44.684
44.308
43.942
43.438
43.408
42.678
42.592
42.984
42.892
43.754
42.772
42.886
42.778
42.93
42.358
42.844
42.67
42.76
42.692
42.636
42.808
42.888
44.244
47.012
47.36
47.774
51.06
52.99
53.228
53.614
53.774
53.978
54.368
54.862
55.7
56.268
57.126
58.522
59.06
58.182
58.474
57.828
58.584
58.758
57.782
58.98
59.036
59.454
60.936
61.638
60.58
60.552
60.478
61.5
60.198
60.046
60.796
60.692
62.826
64.062
63.642
62.424
63.494
62.662
62.428
61.522
62.454
61.488
62.0
64.512
63.008
63.696
64.24
63.35
63.308
64.024
63.32
62.684
63.422
62.486
64.646
64.528
64.672
63.858
63.15
63.766
64.34
62.924
63.17
62.366
62.93
64.394
65.56
65.16
65.102
64.334
64.44
63.412
63.038
63.264
63.074
63.318
64.502
65.072
64.388
65.086
63.94
44.15
47.204
49.67
51.864
51.96
53.192
55.156
55.746
55.55
56.682
57.676
58.04
59.946
59.124
59.816
61.574
64.034
65.732
66.028
65.238
65.658
65.96
65.574
65.378
65.996
66.392
67.776
68.63
68.39
69.152
68.752
68.246
68.566
69.178
68.624
69.246
68.274
69.584
70.69
71.426
70.778
70.54
69.946
69.73
69.288
68.106
69.234
69.312
69.372
71.188
71.632
71.01
70.484
70.148
69.594
69.926
69.584
68.912
69.38
69.568
70.822
70.904
71.386
70.514
70.09
69.262
68.844
68.892
69.094
69.8
68.746
70.468
71.084
71.108
70.344
69.204
69.17
68.282
68.376
68.068
67.11
67.82
69.832
70.612
68.918
68.682
67.622
66.798
63.814
61.676
59.676
57.56
56.086
54.894
54.088
52.566
51.252
50.51
49.724
49.036
48.156
47.796
47.442
46.96
50.432
52.658
54.326
54.998
56.144
56.914
56.596
57.578
57.546
58.224
58.696
60.716
60.958
61.704
60.992
61.6
60.39
61.32
60.936
61.608
60.574
60.74
62.924
63.086
63.142
61.752
62.184
62.368
61.648
61.518
61.542
62.076
61.798
61.906
63.306
63.23
62.166
62.796
61.708
60.904
61.08
60.926
60.812
62.106
62.458
63.45
63.328
62.432
62.606
61.834
61.7
61.754
61.896
61.104
62.174
63.094
63.174
63.142
63.022
61.94
62.354
62.4
62.418
61.552
60.624
62.126
63.206
62.984
62.538
62.684
63.698
61.622
62.568
61.538
61.338
62.098
63.13
62.966
64.11
62.926
63.376
62.442
62.716
62.606
62.188
62.624
62.334
63.098
63.58
64.036
63.806
63.302
62.724
62.58
61.662
62.392
61.81
61.962
62.942
63.764
64.174
41.482
43.194
44.246
45.808
47.886
50.456
52.168
54.004
55.332
57.446
58.818
58.816
59.442
60.236
61.324
62.194
62.188
61.644
62.572
62.052
62.39
62.042
63.21
63.322
